Bodenrichtwertnummer,Ortsteil,Bodenrichtwert,Stichtag des Bodenrichtwerts,Entwicklungszustand,Art der Nutzung,Ergänzung zur Art der Nutzung,Wertrelevante Geschossflächenzahl,Bemerkungen,Bodenrichtwertzonenname,Koordinaten (formatiert),X-Koordinate,Y-Koordinate,Höhe (Z-Koordinate),EPSG-Code
9101420,Heilbronn,770,01.01.23,B,MI,,1.50,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Bahnhofstraße, entlang der nördlichen St","515.381,058 / 5.443.383,754 (EPSG: 25832)",515381058,5443383754,,25832
9125155,Böckingen,720,01.01.23,B,WA,MFH,1.00,,Fasanenweg,"514.131,950 / 5.443.604,000 (EPSG: 25832)",514131950,5443604000,,25832
9125200,Böckingen,600,01.01.23,B,WR,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Hanselmannstraße/ Welschstraße,"513.516,808 / 5.444.492,565 (EPSG: 25832)",513516808,5444492565,,25832
9102230,Neckargartach,170,01.01.23,B,W,ASB,,,Wohnen außen,"513.307,886 / 5.446.349,070 (EPSG: 25832)",513307886,5446349070,,25832
9125910,Böckingen,115,01.01.23,B,GE,,,Gewerbegebiet,"Böckingen- West, Großgartacher Straße","511.858,400 / 5.443.229,103 (EPSG: 25832)",511858400,5443229103,,25832
9102071,Neckargartach,17,01.01.23,SF,FGA,,,,"Garten/Erholungsfläche, Süd","513.876,815 / 5.445.720,516 (EPSG: 25832)",513876815,5445720516,,25832
9102031,Neckargartach,3.5,01.01.23,SF,PG,,,Grünland mit Bäumen (Streuobst),Private Grünfläche,"513.757,564 / 5.445.086,992 (EPSG: 25832)",513757564,5445086992,,25832
9137074,Frankenbach,16,01.01.23,SF,FGA,,,,"FGA Riedwiesen, Dörnle","513.032,146 / 5.445.430,962 (EPSG: 25832)",513032146,5445430962,,25832
9137033,Frankenbach,3.6,01.01.23,SF,PG,,,,"Baumwiese Riedwiesen, Dörnle","512.912,146 / 5.445.410,962 (EPSG: 25832)",512912146,5445410962,,25832
9137160,Frankenbach,390,01.01.23,B,MI,,1.00,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 400 m², Doppelhaushälften: 200 m², Reihenmittelhäuser: 200 m²","Ortsmitte, Saarbrückener Str./ Leintalst","512.362,740 / 5.445.041,884 (EPSG: 25832)",512362740,5445041884,,25832
9137172,Frankenbach,160,01.01.23,B,W,ASB,,,"W außen Riedwiesen, Dörnle","512.862,146 / 5.445.310,962 (EPSG: 25832)",512862146,5445310962,,25832
9137014,Frankenbach,4,01.01.23,LF,A,,,,"Acker Riedwiesen, Dörnle","512.772,146 / 5.445.250,962 (EPSG: 25832)",512772146,5445250962,,25832
9102021,Neckargartach,1.6,01.01.23,LF,GR,,,,Wiese,"513.755,079 / 5.445.146,618 (EPSG: 25832)",513755079,5445146618,,25832
9102011,Neckargartach,4.1,01.01.23,LF,A,,,,Acker,"513.767,502 / 5.445.201,275 (EPSG: 25832)",513767502,5445201275,,25832
9137023,Frankenbach,1.6,01.01.23,LF,GR,,,,"Wiese Riedwiesen, Dörnle","512.712,146 / 5.445.300,962 (EPSG: 25832)",512712146,5445300962,,25832
9102980,Neckargartach,60,01.01.23,B,G,,,,Gewerbe außen,"513.310,371 / 5.446.416,149 (EPSG: 25832)",513310371,5446416149,,25832
9137902,Frankenbach,60,01.01.23,B,G,ASB,,,G außen,"512.892,146 / 5.445.360,962 (EPSG: 25832)",512892146,5445360962,,25832
9137150,Frankenbach,410,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Hipfelhofer Straße/ Leisbrunnenstraße,"512.217,390 / 5.444.840,041 (EPSG: 25832)",512217390,5444840041,,25832
9137140,Frankenbach,470,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Kaiserslauterner Straße/ Ödenburger Stra,"512.852,146 / 5.445.130,962 (EPSG: 25832)",512852146,5445130962,,25832
9137130,Frankenbach,400,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Schleifweg/ Steinhaldestraße,"512.609,141 / 5.444.768,053 (EPSG: 25832)",512609141,5444768053,,25832
9137032,Frankenbach,3.6,01.01.23,SF,PG,,,,Baumwiese nordöstl. Gebiet mit Höfen,"512.752,146 / 5.445.990,962 (EPSG: 25832)",512752146,5445990962,,25832
9137100,Frankenbach,610,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Maihalde, Panoramaweg/ Burgundenstraße b","512.721,309 / 5.445.702,227 (EPSG: 25832)",512721309,5445702227,,25832
9137110,Frankenbach,540,01.01.23,B,WA,,0.60,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Neuwiesenstraße,"512.445,074 / 5.445.282,016 (EPSG: 25832)",512445074,5445282016,,25832
9137120,Frankenbach,560,01.01.23,B,WA,,0.50,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Im Krautgarten/ Lückenstraße,"512.163,818 / 5.444.958,906 (EPSG: 25832)",512163818,5444958906,,25832
9102231,Neckargartach,115,01.01.23,B,W,ASB,,,Wohnen außen,"513.469,969 / 5.448.181,537 (EPSG: 25832)",513469969,5448181537,,25832
9137171,Frankenbach,160,01.01.23,B,W,ASB,,,W außen nordöstl. Gebiet mit Höfen,"512.399,273 / 5.446.024,957 (EPSG: 25832)",512399273,5446024957,,25832
9125075,Böckingen,35,01.01.23,SF,KGA,,,,KGA,"512.932,146 / 5.444.220,962 (EPSG: 25832)",512932146,5444220962,,25832
9102022,Neckargartach,1.6,01.01.23,LF,GR,,,,Wiese,"514.950,117 / 5.447.898,856 (EPSG: 25832)",514950117,5447898856,,25832
9102010,Neckargartach,4.1,01.01.23,LF,A,,,,Acker,"513.858,655 / 5.447.164,671 (EPSG: 25832)",513858655,5447164671,,25832
9137073,Frankenbach,16,01.01.23,SF,FGA,,,,FGA nordöstl. Gebiet mit Höfen,"512.752,146 / 5.445.940,962 (EPSG: 25832)",512752146,5445940962,,25832
9137012,Frankenbach,4,01.01.23,LF,A,,,,Acker nordöstl. Gebiet mit Höfen,"512.752,146 / 5.446.100,962 (EPSG: 25832)",512752146,5446100962,,25832
9102040,Neckargartach,0.6,01.01.23,LF,F,,,ohne Aufwuchs,Wald,"511.412,681 / 5.447.160,745 (EPSG: 25832)",511412681,5447160745,,25832
9137022,Frankenbach,1.6,01.01.23,LF,GR,,,,Wiese nordöstl.,"512.752,146 / 5.446.040,962 (EPSG: 25832)",512752146,5446040962,,25832
9102072,Neckargartach,9,01.01.23,SF,FGA,,,Nord,"Garten/Erholungsfläche, Nord","514.196,301 / 5.447.203,933 (EPSG: 25832)",514196301,5447203933,,25832
9102032,Neckargartach,3.5,01.01.23,SF,PG,,,Grünland mit Bäumen (Streuobst),Private Grünfläche,"512.841,789 / 5.446.976,218 (EPSG: 25832)",512841789,5446976218,,25832
9102160,Neckargartach,580,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Widmannstr./ Siedlungsweg/ Leinbachstr./,"514.507,142 / 5.445.782,985 (EPSG: 25832)",514507142,5445782985,,25832
9102130,Neckargartach,400,01.01.23,B,MI,,0.90,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 400 m², Doppelhaushälften: 200 m², Reihenmittelhäuser: 200 m²","Ortskern bis Wimpfener-/ Hirschstr., ent","514.675,149 / 5.446.227,474 (EPSG: 25832)",514675149,5446227474,,25832
9102170,Neckargartach,670,01.01.23,B,WR,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Südlich Sachsenäckerstr./ In der Steig/,"514.610,448 / 5.445.078,787 (EPSG: 25832)",514610448,5445078787,,25832
9102171,Neckargartach,730,01.01.23,B,WR,MFH,0.90,Geschosswohnungsbau,Südlich Sachsenäckerstr./ In der Steig/,"514.425,686 / 5.445.171,715 (EPSG: 25832)",514425686,5445171715,,25832
9102140,Neckargartach,290,01.01.23,B,MI,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Böllinger Straße/ Obereisesheimer Straße,"514.744,871 / 5.446.608,035 (EPSG: 25832)",514744871,5446608035,,25832
9102981,Neckargartach,60,01.01.23,B,G,,,,Gewerbe außen,"513.477,821 / 5.448.240,429 (EPSG: 25832)",513477821,5448240429,,25832
9137901,Frankenbach,60,01.01.23,B,G,ASB,,,G außen nordöstl. Gebiet mit Höfen,"512.404,809 / 5.446.081,698 (EPSG: 25832)",512404809,5446081698,,25832
9102073,Neckargartach,7,01.01.23,SF,KGA,,,,"KGA, Reißwiesen","513.890,601 / 5.446.012,614 (EPSG: 25832)",513890601,5446012614,,25832
9102074,Neckargartach,17,01.01.23,SF,FGA,,,,FGA innerörtlich,"514.781,075 / 5.445.191,838 (EPSG: 25832)",514781075,5445191838,,25832
9159010,Kirchhausen,2.7,01.01.23,LF,A,,,,Acker,"506.503,914 / 5.448.464,244 (EPSG: 25832)",506503914,5448464244,,25832
9103120,Sontheim,770,01.01.23,B,WA,,1.10,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 400 m², Doppelhaushälften: 200 m², Reihenmittelhäuser: 200 m²",Friedrich-Ackermann-Str./ Agnese-Schebes,"514.178,883 / 5.440.727,302 (EPSG: 25832)",514178883,5440727302,,25832
9103130,Sontheim,580,01.01.23,B,WA,,0.80,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Kolpingstraße bis Raidweg,"514.416,993 / 5.441.051,058 (EPSG: 25832)",514416993,5441051058,,25832
9103910,Sontheim,165,01.01.23,B,GE,,,Gewerbegebiet,"Gewerbegebiet, Kreuzäckerstr./Heinrich-H","514.945,408 / 5.441.234,616 (EPSG: 25832)",514945408,5441234616,,25832
9102910,Neckargartach,135,01.01.23,B,G,,,Industriegebiet / Gewerbegebiet,Neckarau/ Buchener Straße/ Mosbacher Str,"514.488,115 / 5.447.289,417 (EPSG: 25832)",514488115,5447289417,,25832
9114170,Biberach,135,01.01.23,B,W,ASB,,,Wohnen Außen,"510.132,634 / 5.447.735,271 (EPSG: 25832)",510132634,5447735271,,25832
9159930,Kirchhausen,60,01.01.23,B,G,ASB,,,Gewerbe außen,"506.894,520 / 5.448.237,441 (EPSG: 25832)",506894520,5448237441,,25832
9114950,Biberach,60,01.01.23,B,G,ASB,,,Gewerbe Außen,"510.128,343 / 5.447.653,735 (EPSG: 25832)",510128343,5447653735,,25832
9159140,Kirchhausen,145,01.01.23,B,W,ASB,,,Wohnen außen,"506.890,320 / 5.448.363,443 (EPSG: 25832)",506890320,5448363443,,25832
9159040,Kirchhausen,0.6,01.01.23,LF,F,,,ohne Aufwuchs,Wald,"504.693,686 / 5.448.964,052 (EPSG: 25832)",504693686,5448964052,,25832
9159071,Kirchhausen,5.5,01.01.23,SF,FGA,,,,FGA,"507.369,128 / 5.448.111,439 (EPSG: 25832)",507369128,5448111439,,25832
9159030,Kirchhausen,2.2,01.01.23,SF,PG,,,Grünland mit Bäumen (Streuobst),Baumwiese,"509.145,755 / 5.448.069,438 (EPSG: 25832)",509145755,5448069438,,25832
9159020,Kirchhausen,1.4,01.01.23,LF,GR,,,"Grünland, Wiese",Wiese,"509.275,957 / 5.446.918,620 (EPSG: 25832)",509275957,5446918620,,25832
9114040,Biberach,0.6,01.01.23,LF,F,,,ohne Aufwuchs,Wald,"509.270,074 / 5.449.932,439 (EPSG: 25832)",509270074,5449932439,,25832
9114071,Biberach,5.5,01.01.23,SF,FGA,,,,Garten/Erholungsfläche,"509.900,902 / 5.449.996,809 (EPSG: 25832)",509900902,5449996809,,25832
9114010,Biberach,2.9,01.01.23,LF,A,,,,Acker,"510.377,241 / 5.447.932,673 (EPSG: 25832)",510377241,5447932673,,25832
9114020,Biberach,1.4,01.01.23,LF,GR,,,"Grünland, Wiese",Wiese,"511.741,888 / 5.449.533,344 (EPSG: 25832)",511741888,5449533344,,25832
9114030,Biberach,2.3,01.01.23,SF,PG,,,Grünland mit Bäumen (Streuobst),Baumwiese,"511.754,762 / 5.449.893,817 (EPSG: 25832)",511754762,5449893817,,25832
9114070,Biberach,13,01.01.23,SF,FGA,,,Gärten innerörtlich,"Garten/Erholungsfl., Gärten innerörtlich","510.657,247 / 5.448.966,427 (EPSG: 25832)",510657247,5448966427,,25832
9101022,Heilbronn,1.8,01.01.23,LF,GR,,,"Grünland, Wiese",Wiese,"515.352,146 / 5.448.080,962 (EPSG: 25832)",515352146,5448080962,,25832
9101015,Heilbronn,9.5,01.01.23,LF,A,,,,Acker,"515.352,146 / 5.448.160,962 (EPSG: 25832)",515352146,5448160962,,25832
9101340,Heilbronn,770,01.01.23,B,MI,,1.50,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Friedrich-Dürr-Straße/ Sontheimer Straße,"515.282,581 / 5.441.856,167 (EPSG: 25832)",515282581,5441856167,,25832
9101931,Heilbronn,205,01.01.23,B,GE,,,Gewerbegebiet,Zukunftspark Wohlgelegen,"515.256,915 / 5.444.708,641 (EPSG: 25832)",515256915,5444708641,,25832
9101910,Heilbronn,175,01.01.23,B,GI,,,Industriegebiet,"Industriegebiet Neckar, bis Karl-Wüst-St","515.847,498 / 5.445.849,419 (EPSG: 25832)",515847498,5445849419,,25832
9102970,Neckargartach,45,01.01.23,E,G,,,BEL,Innovationpark,"513.996,764 / 5.447.601,737 (EPSG: 25832)",513996764,5447601737,,25832
9101505,Heilbronn,115,01.01.23,B,W,ASB,,,Wohnen außen,"515.352,146 / 5.447.940,962 (EPSG: 25832)",515352146,5447940962,,25832
9101995,Heilbronn,60,01.01.23,B,G,,,ohne Erschließungskosten,Gewerbe außen,"515.352,146 / 5.447.880,962 (EPSG: 25832)",515352146,5447880962,,25832
9101900,Heilbronn,135,01.01.23,B,GI,,,Industriegebiet,Industriegebiet Osthafen,"515.532,551 / 5.446.880,817 (EPSG: 25832)",515532551,5446880817,,25832
9126920,Klingenberg,165,01.01.23,B,SO,,,Fläche mit Zulässigkeit von großflächigem Groß- oder Einzelhandel (>800 m² Verkaufsfläche),Theodor-Heuss-Straße,"511.222,624 / 5.440.537,120 (EPSG: 25832)",511222624,5440537120,,25832
9101953,Heilbronn,350,01.01.23,B,SO,,,Zulässigkeit von großflächigem Groß- oder Einzelhandel (>800m² Verkaufsfläche),"SO, Stuttgarter Straße","516.297,587 / 5.441.314,659 (EPSG: 25832)",516297587,5441314659,,25832
9159150,Kirchhausen,350,01.01.23,B,MI,,0.80,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 400 m², Doppelhaushälften: 200 m², Reihenmittelhäuser: 200 m²","Ortskern, Schlossstraße/ Deutschritterst","508.060,061 / 5.447.928,261 (EPSG: 25832)",508060061,5447928261,,25832
9159920,Kirchhausen,95,01.01.23,B,GE,,,Gewerbegebiet,Schlossstaße/ Alter Mühlweg/ Kapellenweg,"508.463,017 / 5.447.611,245 (EPSG: 25832)",508463017,5447611245,,25832
9114940,Biberach,95,01.01.23,B,GE,,,Gewerbegebiet,östl. Carl-Zeiss-Str. (bis K9558),"509.551,022 / 5.447.500,867 (EPSG: 25832)",509551022,5447500867,,25832
9114130,Biberach,350,01.01.23,B,MI,,0.80,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 400 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Ortskern, Mühlbergstraße bis Altnachtstr","510.360,299 / 5.448.965,837 (EPSG: 25832)",510360299,5448965837,,25832
9159151,Kirchhausen,165,01.01.23,E,W,,,ohne Erschließungskosten,Buckelgärten,"507.917,343 / 5.448.038,074 (EPSG: 25832)",507917343,5448038074,,25832
9159130,Kirchhausen,400,01.01.23,B,WA,,0.50,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Eichhäuser Straße/ Attichäcker-/ Falltor,"508.723,944 / 5.447.875,621 (EPSG: 25832)",508723944,5447875621,,25832
9159100,Kirchhausen,470,01.01.23,B,WA,,0.50,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Wittumweg/ Teuerbrünnle/ Wormser Straße,"507.889,173 / 5.447.616,236 (EPSG: 25832)",507889173,5447616236,,25832
9159070,Kirchhausen,13,01.01.23,SF,FGA,,,Gärten innerörtlich,"Garten/Erholungsfläche, Gärten innerörtl","508.388,248 / 5.447.805,745 (EPSG: 25832)",508388248,5447805745,,25832
9126140,Klingenberg,270,01.01.23,B,MI,,0.60,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Östl.Ortsausgang, entlang der Theodor-He","512.118,535 / 5.440.977,782 (EPSG: 25832)",512118535,5440977782,,25832
9102100,Neckargartach,620,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Falter, Biberacher Str./ Falterheckleswe","514.216,077 / 5.446.470,552 (EPSG: 25832)",514216077,5446470552,,25832
9126910,Klingenberg,95,01.01.23,B,GE,,,Gewerbegebiet,Theodor-Heuss-Straße,"512.364,902 / 5.441.032,973 (EPSG: 25832)",512364902,5441032973,,25832
9114150,Biberach,470,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Kehrhütte,"510.029,839 / 5.449.085,352 (EPSG: 25832)",510029839,5449085352,,25832
9102920,Neckargartach,130,01.01.23,B,G,,,Industriegebiet / Gewerbegebiet,Böllinger Höfe/ Wannenäckerstraße/ Pfaff,"512.416,451 / 5.447.694,823 (EPSG: 25832)",512416451,5447694823,,25832
9114910,Biberach,95,01.01.23,B,GE,,,Gewerbegebiet,Felix-Wankel-Straße,"511.018,982 / 5.448.544,901 (EPSG: 25832)",511018982,5448544901,,25832
9114160,Biberach,450,01.01.23,R,WA,,,"Rohbauland, ohne Erschließungskosten",Mühlberg/ Finkenberg,"510.466,364 / 5.449.483,696 (EPSG: 25832)",510466364,5449483696,,25832
9114120,Biberach,460,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²","Im Dachlet, - Hinterstahl/ Wilhelm-Flins","509.965,645 / 5.449.452,495 (EPSG: 25832)",509965645,5449452495,,25832
9159910,Kirchhausen,95,01.01.23,B,GE,,,Gewerbegebiet,Carl-Zeiss-Str./ Ernst-Abbe-Straße,"509.339,975 / 5.447.533,294 (EPSG: 25832)",509339975,5447533294,,25832
9102200,Neckargartach,590,01.01.23,B,WA,,0.60,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Bernhäusle,"513.616,540 / 5.446.223,438 (EPSG: 25832)",513616540,5446223438,,25832
9114140,Biberach,440,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Maustal,"510.372,872 / 5.448.638,184 (EPSG: 25832)",510372872,5448638184,,25832
9159131,Kirchhausen,150,01.01.23,R,W,,,ohne Erschließungskosten,Schafgarten,"508.048,300 / 5.448.140,047 (EPSG: 25832)",508048300,5448140047,,25832
9114920,Biberach,95,01.01.23,B,GE,,,Gewerbegebiet,Brunnenstraße,"509.855,259 / 5.449.200,207 (EPSG: 25832)",509855259,5449200207,,25832
9159120,Kirchhausen,440,01.01.23,B,WA,,0.60,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Im Kleinfeldle/ Schulbrunnenstraße,"508.510,456 / 5.447.439,802 (EPSG: 25832)",508510456,5447439802,,25832
9126120,Klingenberg,380,01.01.23,B,WA,,0.60,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Raiffeisenstraße,"511.310,958 / 5.440.665,634 (EPSG: 25832)",511310958,5440665634,,25832
9114100,Biberach,490,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Brahmsstraße/ Verdistraße/ Franz-Lehar-S,"511.069,273 / 5.449.576,736 (EPSG: 25832)",511069273,5449576736,,25832
9114110,Biberach,470,01.01.23,B,WA,,0.70,"Grundstücksgröße: freistehende Ein- bis Dreifamilienhäuser: 500 m², Doppelhaushälften: 300 m², Reihenmittelhäuser: 200 m²",Panoramastraße/ Bibersteige/ Hahnenäcker,"510.838,380 / 5.449.146,713 (EPSG: 25832)",510838380,5449146713,,25832
